sbt1_1951,sbt1_1952,sbt1_1953,sbt1_1954,sbt1_1955,sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015,sbt1_2016,sbt1_2017,sbt1_2018,sbt1_2019,sbt1_2020,sbt1_2021,sbt1_2022,sbt1_2023
56.1354,22.6905,30.2309,28.8426,33.9848,12.5251,10.1674,19.8318,19.0337,24.2383,22.462,35.4296,23.4993,15.5843,17.2598,5.19584,4.72436,5.03946,7.76283,14.5912,18.4429,21.3197,28.8299,30.4626,33.5929,28.4958,27.3262,20.1743,33.934,60.1149,62.1285,57.5554,42.2864,28.8302,30.0539,28.3236,32.5726,48.1583,37.3276,29.9116,29.3511,40.8037,36.3017,29.9137,20.9872,24.943,37.1534,41.2712,34.3945,28.9721,19.779,17.925,21.1824,16.1109,11.4383,6.4772,5.95652,6.06859,8.51587,9.01656,8.73901,7.96384,11.8974,13.0593,17.8735,20.0637,24.1279,32.0296,52.3208,49.7742,39.395,30.4253,23.2647
47.0807,16.2612,23.2047,23.4167,25.9305,9.60358,8.75453,16.0586,15.1268,20.0085,20.7378,31.5807,20.7529,8.35029,5.26308,3.60938,3.01973,6.15785,9.47427,14.8429,18.8943,23.6609,30.6755,31.6452,35.1276,27.9711,24.1272,15.6957,26.8181,51.1898,52.2906,47.163,36.1792,26.0693,28.5565,27.8003,32.9732,49.5781,39.4634,31.3727,30.3358,43.2555,38.7612,30.6204,21.267,24.7802,35.8682,37.6069,33.5938,28.7649,20.5851,17.5219,18.936,13.9333,9.45997,5.56175,5.13628,5.64682,9.44897,11.3437,12.3233,12.5376,19.8232,19.8184,21.8386,19.4265,17.4932,19.6003,31.0378,31.053,34.1365,49.4544,65.3556
42.7004,17.6056,25.574,24.3658,26.3929,10.5817,8.37596,18.6258,17.1303,22.0267,17.2735,31.0726,21.3629,12.3736,11.6789,4.95058,6.10712,6.24132,9.47553,16.6918,21.7471,24.382,33.9006,35.5884,39.5604,30.8676,27.0972,17.7032,29.4463,56.3895,59.7991,57.7321,44.3589,31.3197,32.7681,31.5662,36.0284,49.6269,37.654,28.6867,26.826,38.4777,33.0266,26.9945,18.4052,21.6638,31.1628,34.1771,31.6131,30.2203,23.2868,21.3259,23.051,17.4462,13.445,7.73162,6.47789,6.10098,8.62386,9.98949,10.8826,10.6663,15.725,15.6253,18.1189,17.952,18.3695,22.3903,34.3726,32.1579,29.5064,37.7118,49.8856
43.1348,19.2315,28.896,32.2151,38.6456,14.4894,10.95,17.4533,16.2692,20.5415,20.6477,38.8255,26.3465,17.0096,22.2102,6.69818,6.17895,6.54266,10.7577,19.9866,24.5885,27.505,35.5363,35.1147,37.6646,29.777,26.7347,17.6259,32.0288,65.4608,72.8037,73.6823,59.3566,44.4291,45.6513,40.4092,42.6786,54.5829,39.2972,28.3553,25.6248,36.3912,31.5999,24.3936,16.3653,18.6077,26.8354,30.4206,27.8557,24.8333,18.9657,19.1623,23.0985,19.3355,15.9253,9.96969,9.41404,9.00066,12.9065,12.7569,11.4173,10.2347,14.4224,15.8439,20.0422,19.3324,19.1063,22.1958,34.7922,29.9841,25.6525,29.5878,33.2102
35.3566,13.7534,22.6204,24.1121,29.3196,11.8128,8.60908,17.8288,16.6648,22.1494,18.6324,32.0448,21.8448,10.7442,6.7781,5.44544,6.70963,5.97003,8.64957,15.557,18.9862,20.3974,26.0953,27.4012,30.222,23.6719,21.0164,13.8425,25.7384,52.9296,57.7024,55.543,42.0036,29.8572,31.6884,30.0506,35.2276,49.5161,37.5454,28.7915,27.9471,39.0375,33.6198,26.0651,17.6358,20.3077,27.972,31.2907,28.1342,24.818,19.0975,19.1672,24.3082,20.0013,16.44,10.2043,8.89569,8.27109,11.1204,11.0233,10.234,9.45417,14.107,14.3354,17.4275,17.9014,18.5713,21.6779,34.3607,32.8779,30.5286,30.5899,28.2524
45.234,19.7748,28.6547,30.0897,35.3423,14.1186,10.0622,18.3155,20.4075,24.0501,22.6465,42.1243,27.5596,17.4587,16.5568,5.16136,5.84235,5.40346,8.21562,15.6773,20.2199,22.0752,30.2405,30.7767,33.6723,26.5202,24.4756,17.5195,31.1633,60.1652,63.4191,57.9197,43.2943,29.3305,30.2434,28.3005,31.8982,44.945,34.3762,26.9292,27.8243,42.2814,39.2013,32.6053,24.3373,28.0592,39.5504,43.1367,37.0892,30.6462,21.0087,17.6946,18.653,14.2958,11.1491,6.71564,6.20319,6.34202,9.57458,10.4383,10.1081,9.82183,15.9106,17.4792,21.967,21.0923,20.7678,23.4392,33.0846,29.0203,24.4652,21.7538,18.7508
35.3981,16.0695,26.8128,29.2534,34.5006,14.875,9.47125,17.4925,17.8539,22.7683,20.3519,35.3087,27.914,18.1515,19.7364,7.41138,8.6871,7.13469,8.88227,15.4402,19.4259,20.9275,27.5663,28.072,31.0009,28.117,25.4356,18.6056,31.6083,59.2615,59.8695,53.1738,37.2008,23.7509,23.4183,20.5928,22.4364,33.1109,25.5811,20.2729,20.1387,32.6682,32.0705,27.9722,21.3348,26.9371,40.3557,48.3156,45.1035,41.8587,31.3864,27.3016,28.2957,20.9814,14.5019,8.36086,6.98619,6.88112,9.88405,10.304,9.48738,8.80334,13.7767,14.5702,17.8167,18.5728,20.0648,25.2428,37.0035,32.8176,25.5482,19.2221,15.1005
36.2553,12.7205,23.2488,28.2868,35.0958,16.0302,7.92933,15.516,17.195,21.9718,21.8084,36.9223,21.1907,14.8843,12.2322,6.00117,6.50268,7.95166,9.78483,15.5567,18.099,20.6159,26.3813,26.5129,29.7293,24.4123,21.8821,14.1895,25.966,51.9023,57.473,54.2937,40.3517,26.6675,25.9933,22.9344,26.2445,36.4846,28.2373,22.0147,21.9959,31.5133,28.7297,24.686,18.5467,23.9553,36.4383,42.1955,39.1234,36.1181,27.6566,24.247,25.7765,19.6298,15.191,9.51936,8.76562,8.85118,12.7432,13.1289,12.4778,10.9071,14.646,14.5909,16.8663,16.2423,16.2625,19.2315,29.8281,28.9683,28.552,34.3196,39.6161
43.2786,21.9677,31.4282,31.0486,35.6074,15.7951,9.02849,19.0071,22.3079,26.1505,21.8521,33.5707,22.364,15.8967,8.81807,7.1237,8.95657,7.75403,9.91292,15.3081,19.198,21.4745,28.8668,29.8411,34.645,29.1945,28.32,22.8632,41.2148,79.9703,82.3406,73.7909,51.8485,34.6789,34.7803,30.8503,34.6102,49.407,37.4429,28.2153,27.6554,39.0802,33.3961,25.1618,17.6046,21.0261,31.0366,34.3807,30.1624,27.0925,21.4122,21.0997,26.4682,21.1194,16.8924,10.226,8.58457,7.99029,10.2051,10.2641,9.98106,8.83495,12.9764,13.9553,17.9613,18.9718,20.5092,25.2888,42.5051,39.7947,33.6841,32.5713,31.495
43.279,19.6236,27.92,29.9076,35.0501,15.3138,9.5091,17.9555,20.798,24.5077,18.9963,30.1094,23.8457,21.863,20.9301,7.22542,6.34254,5.7965,7.97776,13.486,17.0267,20.017,27.4981,28.6334,32.7316,27.4929,24.3857,16.0527,29.0702,56.4853,57.9023,51.9662,38.0261,25.2274,25.5225,24.0911,28.2637,43.0818,33.8698,27.4672,28.2868,40.5745,35.712,28.4145,20.5691,24.238,33.9916,36.1083,32.4034,29.614,21.5626,20.4282,24.5887,19.267,14.3488,8.073,6.53695,6.49236,9.21728,10.1552,9.93381,9.99747,15.6539,16.2986,19.676,20.9072,21.9336,25.8477,39.5573,35.1064,27.9549,25.6605,23.9882
44.0272,20.6956,28.4351,30.495,32.7717,10.743,8.95354,18.2905,20.7694,24.6852,19.9218,33.1443,21.4745,11.9139,7.95211,5.82228,5.99928,5.32013,7.47589,13.3915,17.8371,19.8837,27.4953,28.9454,31.2454,25.2201,21.8406,14.2722,28.0294,57.849,60.5425,57.3485,42.9943,28.7217,30.3419,29.3095,34.945,51.8426,40.6261,30.7288,31.0961,44.2091,38.25,28.9033,20.3339,22.7338,30.352,32.836,29.7262,27.0078,21.5816,21.2533,24.3118,17.9759,12.9406,7.05095,5.77212,5.91043,9.03498,10.7027,11.2257,11.7695,19.4753,20.9657,25.6157,24.0445,21.6006,21.8055,30.3683,25.6777,22.7364,24.5649,24.1351
45.2968,24.0272,32.2483,31.9262,36.1355,14.3361,9.11623,17.5024,17.942,23.3391,22.0641,34.489,22.396,11.2342,5.536,5.84923,8.48478,7.21389,8.77585,13.4401,17.325,20.0361,28.1223,31.3071,36.4645,30.6774,27.4903,20.4356,34.5038,60.4825,57.5247,50.1014,35.7909,24.9374,27.7657,27.862,34.2364,52.0015,42.4335,33.4241,32.9103,45.9535,38.0945,27.782,17.3957,19.8419,29.2969,32.3016,29.75,28.0597,23.373,24.2234,29.057,22.8989,17.532,9.08316,6.5812,5.75823,7.84228,8.61502,8.9561,9.33327,15.6428,16.8661,21.7531,23.1803,23.125,24.3416,33.4739,28.0968,23.1043,26.5419,29.1316
48.6288,25.0375,33.7775,29.8733,33.0625,12.9609,10.6282,17.4858,17.5084,22.3263,22.9808,40.9256,29.489,13.9522,10.3727,5.54119,7.21924,6.85586,10.2627,18.3669,22.0173,25.4832,34.3824,34.6194,38.5766,32.2056,30.1986,21.5662,35.3978,67.4188,70.8701,69.4458,54.9321,40.1269,41.0733,38.2337,44.3335,61.5599,45.5199,33.5704,33.0785,45.0555,38.0421,28.0623,19.3053,22.953,33.171,35.3227,32.3708,28.4771,21.9255,19.8723,23.2331,17.5257,12.2617,6.73974,5.72429,5.60282,8.33987,9.63891,10.0448,9.71591,15.1414,16.1016,20.8198,20.4107,19.627,21.9687,33.1541,28.6629,25.5089,30.8668,32.4043
43.2669,20.0147,28.7491,31.1409,32.3719,14.4828,11.8767,21.1785,20.3327,26.523,27.195,40.6852,25.8273,14.1017,16.3658,5.51306,7.2971,7.90219,10.7669,19.3818,22.9343,27.5889,36.4759,36.2764,38.7468,29.3298,25.2798,15.8796,29.0227,57.0548,57.7605,54.3419,41.8484,30.2777,33.6315,33.2457,39.9673,57.4962,44.6875,34.1545,34.0625,45.8971,38.2267,29.9204,19.6318,22.4108,30.9612,30.7656,27.4306,25.0526,19.9586,19.533,23.1149,18.7836,15.3028,9.59815,8.48171,8.06189,10.8017,10.7629,9.86774,9.36366,14.6654,15.4887,18.8045,18.0845,17.5309,20.2616,31.9462,27.6886,23.3576,26.1525,28.1431
49.3931,22.4678,32.0537,34.3486,35.6728,14.515,9.66682,20.2679,19.7773,23.0455,20.433,34.6161,23.6793,12.38,13.0432,7.88065,12.0825,9.5134,11.5166,17.8397,21.9515,24.4417,32.0464,34.1542,39.1511,33.618,32.0185,26.4712,42.8244,74.023,71.1453,62.8374,45.4045,31.4186,32.8728,30.6442,35.1196,50.3759,38.8001,29.4894,27.9336,40.2774,34.9629,25.9118,17.1341,20.1661,30.5206,33.7034,30.5263,28.4469,22.8739,22.1323,25.2473,20.6411,16.2002,10.0451,8.52107,8.30292,11.7625,11.7165,10.3405,9.89406,15.7591,16.7516,20.9359,21.0909,20.4121,22.7477,32.9293,26.6353,20.1887,15.9848,12.5784
47.8237,20.9218,32.3786,37.282,43.7356,15.7153,10.6886,19.7739,22.8011,27.5691,28.7803,40.0007,22.5625,12.4289,9.16904,7.95349,12.5297,10.255,11.8143,18.8958,21.7962,24.5263,33.5754,35.4256,37.8192,31.5522,28.4831,20.9957,36.8799,69.0665,69.971,62.9495,46.6258,31.661,31.7165,29.1952,32.0008,44.5163,34.3108,26.391,27.283,41.0796,37.7775,30.5923,21.7146,25.3149,36.564,39.4374,32.7744,27.0065,19.6829,16.8862,18.7516,14.861,12.3764,7.82695,7.09433,7.34328,10.9475,11.4374,10.8222,10.1887,15.3874,15.3686,18.4153,18.3089,19.3632,23.8348,37.4901,33.4456,27.5284,25.3134,21.9512
41.2053,20.6666,31.2647,32.1205,35.83,19.3414,13.9339,22.6848,23.2446,27.76,26.6802,44.4971,27.8917,14.8747,9.86455,6.87194,10.3558,9.89586,12.692,19.2516,22.0321,24.7621,32.8707,34.4106,37.3725,30.9242,27.7714,20.4575,36.8234,71.6847,73.1488,67.328,50.3822,35.2005,35.3589,31.1112,35.2158,51.5309,39.5815,30.0161,29.5886,42.7196,38.7671,33.3283,24.8602,28.9826,42.3109,47.0974,40.8408,36.2698,26.2824,23.3479,25.9609,19.2636,14.2243,8.25277,7.17376,6.41783,8.53355,9.07041,8.80325,8.13077,12.6799,13.8196,17.0398,17.6142,18.3022,21.9417,35.5298,28.7404,20.0089,12.9172,8.29063
37.5743,17.1058,26.4733,28.6158,35.0065,14.1308,8.9202,17.2522,23.8817,27.0543,20.6474,35.0296,24.1844,12.2633,6.45306,6.22608,8.26996,7.87352,10.4265,16.863,20.324,21.3885,28.643,30.6319,37.1692,32.8793,31.3184,25.3522,41.6966,75.0389,72.3815,62.6472,43.4479,28.8921,28.1563,25.1322,28.8089,42.3033,33.102,26.344,27.1095,39.3883,34.7287,27.8504,20.0929,23.3738,34.0303,36.3568,32.606,28.8592,21.1304,20.0476,22.9855,17.5344,13.2667,7.41531,6.17824,6.03728,9.00205,9.55333,9.19074,8.74585,14.1792,16.5031,21.8664,22.6126,23.4672,27.7059,43.0876,39.0921,33.6788,29.3437,26.019
54.4778,26.5681,33.0656,32.2573,37.8052,16.3029,13.2485,19.7025,19.5429,25.6456,23.4897,35.5489,23.2373,15.7991,9.71182,7.65327,10.8945,9.84359,10.6628,16.5161,20.8706,23.6815,30.62,31.3411,34.4148,29.66,28.6677,22.469,38.5571,73.0308,75.2242,68.6724,50.3425,33.8243,34.1784,31.025,36.0874,52.0349,39.3999,29.58,29.2128,41.013,36.1451,28.7308,20.3883,25.7234,36.7753,39.2427,35.9222,32.409,24.7655,23.8148,28.7673,21.1014,14.745,7.94655,6.41587,6.10486,8.70316,9.14224,8.83548,8.68855,13.8712,15.6621,21.2517,21.5334,21.247,23.1115,31.4664,25.2166,19.0182,19.3089,20.2669
37.9754,18.1845,27.5681,27.2235,31.9988,13.2718,11.4284,20.3769,23.7355,27.7862,26.5644,41.3309,26.891,11.5325,6.93301,7.42856,8.61696,7.75982,10.4525,16.9892,20.2816,22.5066,29.77,31.1471,35.5783,31.1234,28.5176,20.1628,34.6171,66.7924,67.6359,59.7188,43.3851,28.8823,29.3601,26.8858,32.3093,49.1854,37.5664,28.9733,28.4535,38.5193,33.7133,25.8108,17.5085,19.6738,28.6095,29.2499,25.5037,22.8579,17.4466,16.6719,19.8931,16.4523,12.9243,7.70524,6.64387,6.50801,9.75511,10.8463,11.1351,11.7404,20.0003,23.2726,30.9227,31.5622,31.867,34.216,43.7778,32.6595,21.9444,13.6098,8.32181
57.0433,31.4911,37.6253,34.4087,37.6937,16.9413,11.3642,17.1734,16.5739,22.6219,23.2093,36.9923,23.6484,14.7723,19.6641,10.3264,12.8348,10.1252,12.7611,20.0897,23.9439,26.2152,32.5532,32.0671,36.2043,29.2593,28.4999,21.9614,38.5457,76.3165,76.6974,69.9098,51.9536,35.2207,35.2965,31.3476,35.4981,51.4624,38.8224,29.0907,27.9386,39.5867,35.0444,27.7807,19.8603,23.3807,32.4936,33.0946,28.755,25.194,18.4696,16.5513,19.3451,15.6696,12.2765,7.76316,7.51103,8.57556,13.1776,14.2111,13.2832,11.6042,15.7336,15.7028,19.5458,19.5191,19.6852,23.4448,35.8857,30.9144,23.981,19.4301,14.6372
43.8826,17.1411,24.0506,29.8604,33.6388,15.6755,9.64785,16.5525,14.7369,19.8188,23.5897,35.8806,24.0789,15.2955,14.8058,7.21079,9.65042,9.61251,14.1303,22.7813,24.7474,26.3245,34.6751,35.0362,36.8036,27.8128,24.0064,16.158,27.585,52.207,55.5946,54.1614,42.1122,29.816,31.5392,30.5888,35.8986,52.4099,40.2,30.1677,29.4221,41.1214,36.3813,28.7603,20.7966,24.7054,35.782,38.8608,34.7694,31.3841,23.6961,22.9952,28.0143,20.0746,13.7117,7.06508,5.6248,5.41107,7.82776,8.49258,8.57497,8.8803,15.0715,17.2952,22.009,21.7958,21.5735,24.8356,37.3479,30.0177,23.1503,18.9121,15.061
53.4582,31.0248,38.342,37.1476,41.1692,16.8653,10.5857,17.7719,14.9839,21.1935,20.3756,35.5948,25.241,19.2241,20.4567,8.06163,10.6834,10.5783,13.6988,21.2258,23.2364,25.2412,32.101,33.2663,37.2211,30.6125,27.8441,18.6042,30.436,55.8155,57.0872,52.9386,38.5823,26.8762,29.4064,26.902,30.7263,48.2896,37.2433,29.2433,28.3732,38.2406,33.3254,26.7385,18.8469,21.4178,31.2352,36.4414,34.7735,31.9046,25.3524,24.3228,27.5588,20.4954,15.2185,8.37271,6.80139,6.33181,8.40674,8.66727,8.40327,8.1528,12.2331,13.6975,17.7108,18.3511,19.3327,23.3517,37.1643,33.3595,28.6853,31.0542,33.5312
47.0567,21.9532,30.5012,27.867,33.4621,13.2937,8.60249,19.5705,19.1387,22.5775,19.2544,37.7144,30.6531,23.0677,16.4492,4.33249,4.8947,6.64332,9.74632,18.1596,22.6069,25.8119,32.8367,33.8262,37.5349,30.9041,27.681,19.4801,33.1276,62.0263,62.3224,57.4633,42.2345,29.103,30.8487,29.6942,35.1591,52.493,40.985,32.1319,35.1105,52.4585,47.0247,37.7959,27.812,33.122,45.3411,48.7587,40.9605,34.1857,24.6409,21.8931,23.5015,16.9352,12.5344,6.65173,5.44829,5.65111,8.4264,8.95745,8.56088,8.1048,12.3418,14.0507,18.709,18.2515,18.4418,21.8569,32.5076,26.9266,21.0082,21.2127,21.0079
30.9067,14.7196,26.7934,33.1272,37.7407,16.8441,13.4499,24.2509,23.3983,27.6098,29.9034,43.7252,26.258,13.257,9.98065,6.09396,8.53184,9.35042,12.8125,22.4162,26.9152,29.8766,37.3924,36.3751,37.8647,29.9001,25.4987,15.8205,27.9898,56.7333,62.5917,62.8402,50.5081,38.351,42.4052,39.8287,46.3168,60.9854,44.5492,32.9952,32.8028,46.4314,39.7549,30.0429,20.6166,24.3413,34.7696,36.9881,32.0208,27.1418,19.6409,17.8881,21.028,15.7556,11.4244,6.81254,6.425,6.3499,9.18683,10.4,11.0482,11.0354,18.1608,19.3416,23.8329,21.3969,18.9392,21.3747,31.966,27.2085,24.357,27.0287,28.3694
44.3195,23.0189,33.5678,36.3304,39.8744,16.9554,11.5365,21.401,22.2922,25.9784,25.4234,35.1765,25.8775,15.4516,17.5811,8.11277,11.0621,10.8088,13.0564,21.0049,25.8035,29.4154,39.2094,41.9972,46.4686,38.3693,33.8628,25.2588,41.8511,77.7013,79.8157,74.9025,55.9012,41.997,48.2322,44.0225,48.4579,64.7745,46.4892,33.6655,32.2518,45.0484,36.7999,29.1287,18.9178,22.4234,31.7988,34.061,29.8606,27.13,21.5937,21.4384,25.5658,20.6099,16.5948,10.1476,8.26627,7.35254,9.81476,9.97456,9.13198,8.50472,13.2359,14.1985,18.2628,18.708,19.8289,24.6591,37.5314,30.7974,21.5346,16.0511,12.7538
51.1254,34.4108,42.4328,41.801,41.5959,16.8961,13.5413,21.4658,21.478,25.2526,23.7601,39.6454,27.5525,17.9968,21.8321,10.8135,14.5008,15.0459,17.2109,26.1803,28.66,31.9856,40.3452,40.4881,43.4267,34.8051,32.6666,24.8795,40.2337,73.6125,76.3761,72.4803,53.7722,38.9569,41.1794,37.5044,42.6483,61.4919,45.975,34.2622,32.5552,45.1208,38.0637,29.6228,20.8308,23.3988,31.4911,33.8237,28.9924,24.6959,17.0191,15.3254,18.1503,13.9811,9.72731,5.70334,5.50238,5.55962,8.35161,10.2015,10.7366,10.3067,16.1522,17.0472,21.5978,22.2841,23.3768,30.1595,50.9285,45.2677,37.1915,32.1656,27.9736
51.3604,28.4031,36.3191,35.9253,36.8908,12.181,9.71267,17.3586,19.3902,23.8321,19.2528,36.9215,28.5269,22.1574,23.4249,7.28757,9.30767,9.5809,12.4135,20.2993,23.5722,27.8802,37.4861,39.2619,44.1554,36.9416,33.9183,24.5424,39.5302,72.1426,72.9509,69.0966,51.9733,36.5379,35.6706,32.71,38.0352,53.107,39.9205,30.454,29.7348,39.3061,34.2408,25.4044,17.737,20.0821,28.8516,32.1146,28.5257,25.8426,20.2513,20.8618,26.9177,20.6138,14.6114,7.83876,6.06076,5.79709,8.28104,9.44765,9.86727,9.59019,15.0562,17.0138,21.3202,22.6142,23.9174,27.128,41.8166,35.969,29.1625,23.0931,18.3906
47.5045,22.7752,34.5865,35.0978,37.7749,15.4431,9.62314,18.1625,23.0722,25.8566,26.269,38.2202,22.1622,14.178,9.11611,9.38952,17.511,12.4332,13.5035,22.6216,26.6154,28.6425,37.3612,38.5692,40.978,31.8916,28.0179,20.1514,34.4063,65.1411,63.2097,55.6985,38.9721,25.6768,26.7413,24.9433,29.0939,43.4501,33.8026,26.1719,25.3496,37.0584,32.914,25.28,17.3654,19.4928,28.8888,32.4466,29.7619,28.5023,22.3309,22.2682,27.3821,21.438,15.9563,9.19647,7.36984,7.06932,10.1393,10.5894,10.1718,9.49599,13.9598,15.9239,21.3765,22.0878,23.1573,27.3079,41.6247,36.1252,30.7923,33.1103,31.5165
45.9121,23.5967,33.2449,32.4594,37.5912,14.2289,9.37492,16.9417,16.8363,21.5664,24.7797,39.3585,25.5972,17.6145,18.8104,8.69768,14.736,13.1384,15.3792,21.7211,23.8505,26.3012,34.8763,35.2629,38.5227,29.9068,25.627,16.7037,29.1553,57.9495,63.4755,62.0826,47.4881,34.762,36.3833,33.68,39.3039,53.6815,39.7787,28.908,28.2348,40.3001,34.3155,25.4773,16.9059,19.391,27.4573,29.1553,25.9727,22.3443,17.6087,17.3098,20.6653,17.5265,14.46,9.10274,7.96975,8.09631,12.0347,12.6617,11.9661,11.4348,17.0508,18.5681,24.2762,24.4757,24.0772,27.6394,40.2122,32.312,23.5314,18.2807,14.5067
52.8849,31.2247,40.7637,34.0081,34.9921,14.2632,10.5447,16.9621,16.7258,22.9187,24.5786,38.1739,24.0572,17.9775,17.898,4.57584,5.12064,5.89562,8.34181,15.4292,19.7498,22.7648,30.5776,33.5205,39.5468,33.2969,30.4523,21.7351,35.7056,63.9089,64.5097,60.493,45.0728,32.0168,32.8051,31.6403,38.7346,56.902,44.1896,32.9189,32.3497,47.3649,40.9625,33.1849,22.6846,25.143,34.1109,34.6703,29.4649,24.5173,17.7233,15.7995,17.2513,13.8069,9.87769,5.71078,5.33529,5.40522,8.39671,9.87716,10.5826,11.1773,18.7251,20.6427,25.3195,24.206,22.5348,24.4577,34.3309,28.9511,25.5662,30.3483,34.856
42.18,25.9589,37.5137,35.6476,38.5493,13.4762,9.40072,19.7271,21.053,25.996,27.4311,42.3742,28.1534,16.7402,12.504,7.21742,9.00336,6.76375,7.81847,14.1685,18.7847,21.4719,27.4844,28.5693,32.685,28.0657,27.426,23.6323,42.639,78.2802,77.6299,68.6433,47.6391,32.1944,33.0576,30.2648,35.3132,51.9295,39.9608,29.9745,29.0002,40.5335,35.9406,28.3355,18.8543,22.3024,33.5371,36.365,33.6475,31.6294,24.8594,23.9785,27.6224,21.984,16.3987,9.32877,7.55602,6.79446,9.33469,9.8227,9.46243,9.28127,14.8479,16.3978,22.0918,23.122,23.9945,26.209,34.424,25.9293,17.5866,12.9011,9.21478
38.8058,20.1413,30.7762,35.2537,39.0953,14.5934,10.5032,20.0791,22.3956,24.7327,21.8507,35.5521,24.1426,12.4159,5.43503,6.22273,8.22161,7.6864,10.3391,18.3535,23.4919,25.6591,32.7094,31.7477,34.7502,27.7932,23.8827,16.3998,28.8146,56.1693,59.0828,54.3332,39.7599,27.1368,28.1735,26.4474,30.1688,43.1966,33.0081,25.4611,25.583,35.1381,31.2418,25.1589,16.9212,20.7934,31.1773,34.5608,32.5562,31.5147,25.4175,24.7808,30.2793,23.88,17.9424,10.4699,7.78964,6.9102,9.49392,9.9302,9.53858,9.19307,14.5568,16.5192,22.384,22.8666,22.4455,24.3247,33.3886,29.1057,23.7514,17.176,12.4825
55.5041,28.5293,36.3047,35.9078,40.5264,16.0415,10.8709,19.826,18.4885,23.758,23.1007,38.1717,27.9624,16.2313,13.8895,6.99114,11.6096,11.623,14.0337,20.8019,25.1271,27.9151,35.9231,35.8109,37.1504,29.2905,24.6568,16.9315,31.232,63.1761,63.4219,58.2353,43.73,31.1755,32.3649,30.9034,36.2078,53.3734,41.5726,32.6863,32.0665,46.31,39.1705,28.8634,19.3588,22.9915,32.6996,35.3534,31.9838,28.6308,21.3054,20.4457,24.3248,17.6628,12.6728,7.10571,5.941,5.31707,7.67639,8.94935,9.78665,10.4328,17.6788,20.8256,26.826,27.3314,26.6797,27.7265,37.8598,28.6698,20.1086,16.0872,12.4575
59.6181,34.4021,45.1374,40.7522,42.3116,17.6723,11.7361,17.8477,17.1863,22.0279,24.6674,44.8198,27.1042,12.4027,7.95238,7.64522,13.964,12.6182,13.7699,21.4943,25.7131,27.7719,36.4291,36.6089,41.7349,35.4632,35.494,29.4867,53.218,103.534,101.766,88.6524,61.555,39.7082,38.39,34.064,37.8239,51.5454,38.5522,29.1043,28.498,40.1128,35.1718,28.6703,20.5909,24.8057,36.535,40.629,36.606,32.7393,24.124,22.2017,24.9339,18.025,12.8804,6.58854,5.07991,5.14154,7.83954,8.86621,9.43925,9.83051,16.8552,18.472,22.6294,22.2173,21.5914,24.3118,31.9754,25.201,20.7314,23.9473,25.8358
35.3639,16.4348,28.2724,30.157,36.255,12.557,10.7439,19.5922,19.2056,23.7865,26.0006,44.1174,32.2414,14.5751,13.6429,5.7257,7.05892,7.47739,11.5024,21.1425,25.7432,28.7403,37.9672,39.5122,42.4083,33.346,29.6856,21.9464,34.9947,64.3483,67.7404,65.1958,49.5787,34.4071,35.1719,31.8873,37.8735,53.95,40.0072,29.8356,29.8341,45.8338,40.1808,32.2038,24.3187,27.646,37.2831,38.9816,31.631,26.3826,18.4948,16.9718,19.5266,14.7847,11.8897,6.66329,6.06702,6.69685,10.5403,12.6383,12.6883,12.0756,17.6327,17.5201,20.5013,18.7622,17.0569,18.8551,29.5116,26.9677,25.8161,32.0254,35.6731
43.3772,20.527,29.9688,37.2194,42.0904,13.4354,10.2419,15.6717,15.8944,21.8436,22.6346,40.1944,24.4263,13.2769,11.1548,5.03304,6.54273,7.81274,10.7582,17.7806,21.3546,23.7515,32.4862,34.7852,37.4936,31.6889,29.8272,21.1536,36.4385,70.8927,75.86,71.4331,53.9088,37.8558,37.3473,34.1688,39.3774,54.6381,40.8544,31.0168,30.7228,42.8444,35.636,27.3689,17.7346,20.3553,28.7696,32.5246,28.9718,24.6861,17.6978,16.1983,19.3738,15.534,12.3997,7.72508,6.96939,7.19904,10.9475,12.7865,13.4021,13.5191,21.8095,21.5027,24.5292,22.5841,20.4039,21.7579,30.9691,27.8313,25.191,27.6083,32.9506
