sbt1_1951,sbt1_1952,sbt1_1953,sbt1_1954,sbt1_1955,sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015,sbt1_2016,sbt1_2017,sbt1_2018,sbt1_2019,sbt1_2020,sbt1_2021,sbt1_2022,sbt1_2023
45.1707,21.214,31.0736,30.0764,34.8226,12.4568,12.0836,19.2276,23.0969,28.6459,29.9345,39.7478,25.7168,14.0144,9.30682,7.03891,7.95516,6.98246,9.20749,15.444,19.0413,21.464,28.5654,31.0853,36.3525,30.5623,29.7165,22.1481,35.9118,64.63,62.0014,53.7616,37.1465,24.2972,24.3583,23.0213,27.2265,43.4331,33.7073,26.0862,26.9039,42.5498,37.2697,28.2018,18.9996,23.6597,36.1697,40.976,36.6023,33.5083,26.2304,23.4184,26.8473,19.9621,14.9664,8.56947,6.68374,6.03956,8.14295,9.09265,9.95269,10.0121,16.1236,16.923,20.7895,21.9891,24.2971,29.4866,41.9571,32.4784,22.0922,16.5398,12.3968
39.6531,15.5132,25.389,28.5201,36.0529,17.009,11.0202,20.9134,16.9568,20.7236,19.6886,33.3206,22.3488,12.4684,9.11414,6.15696,7.96139,7.9411,11.2462,20.0361,23.148,24.8914,33.6486,36.1628,40.8511,33.908,31.8947,22.8751,37.684,70.4272,67.9363,58.0903,40.2358,26.1667,26.754,25.163,29.5854,44.1133,34.7304,27.168,26.7285,37.139,31.6548,25.214,17.8401,21.4805,32.0251,34.1448,30.8114,28.5854,21.9622,21.5376,26.036,21.3356,17.078,10.3596,8.50419,7.83132,10.5277,10.6271,10.1616,9.40767,14.3904,15.4584,19.8953,19.8266,20.389,23.0908,34.6327,29.265,23.4689,22.7113,20.8203
57.2634,27.0493,35.4928,35.8095,37.641,15.248,9.73784,17.8203,21.099,23.4058,22.7009,38.6252,22.5337,13.6059,11.1891,4.45261,4.67926,6.81226,10.8498,20.6316,27.3865,31.9526,41.1528,40.3005,40.24,30.4768,25.0801,14.4927,26.5947,54.7014,58.8414,57.3061,45.8377,33.9501,36.4003,34.5897,41.2359,57.8634,41.8244,30.183,28.9529,39.7455,34.4469,25.9092,17.9808,20.6303,30.3211,31.2881,28.2866,26.2047,20.5743,20.6779,25.1319,19.6727,14.5142,8.36665,6.75108,6.12626,7.99203,8.61692,8.72863,8.65842,14.4866,16.3665,22.0025,25.1253,27.0858,32.6178,52.4231,42.125,26.5616,14.8131,9.51635
44.0445,18.4046,27.5466,30.8278,35.1966,13.911,9.12342,16.2387,18.9605,22.6803,23.3142,43.84,25.7351,10.987,10.4855,5.3056,6.54495,8.06339,13.1532,21.357,24.3578,27.3398,36.8996,38.362,40.9251,33.042,29.0227,20.3657,35.5,68.0229,68.6702,62.1568,45.2411,31.9787,34.4901,32.457,38.0362,54.0654,41.0779,30.9434,31.2936,44.6618,39.1096,31.5799,22.2247,27.4109,40.3527,42.1724,37.1277,33.5408,24.8883,22.8106,24.562,18.0721,13.2733,7.60624,6.82801,6.56241,9.10552,10.232,10.7152,10.1788,14.7934,15.1823,18.7726,17.9426,16.9957,18.0846,26.0653,21.9607,18.4854,19.9293,21.3158
48.0809,22.9931,30.7923,26.6535,30.9304,15.1387,11.5356,18.1919,16.6194,22.1019,19.4048,38.2269,30.8903,15.8481,18.2735,6.38328,6.90365,9.11694,13.6267,22.5207,25.576,27.7958,34.9527,34.5247,35.1718,26.6077,23.0448,14.736,27.3275,55.1989,62.1439,63.9745,52.8904,40.1197,44.9029,41.5219,46.8609,62.5414,45.6915,32.3336,30.821,41.2153,34.7628,26.3056,17.5881,19.3684,27.8834,30.5898,28.1626,26.2838,19.8949,18.9831,23.8424,19.8996,16.7643,10.3086,8.27847,7.78761,10.3818,10.1033,9.81241,9.31193,13.8635,14.6546,19.1075,21.4454,23.363,26.84,34.8084,29.2663,20.7467,12.3562,7.37853
49.0159,23.9808,32.6522,33.8196,37.453,13.8281,9.45896,19.4914,20.0296,23.4311,20.9598,32.2211,20.3046,11.4793,5.13289,5.72308,7.87139,7.33875,9.22461,15.1924,17.5811,20.3915,27.8158,27.8299,30.9467,24.1966,21.6619,14.9473,29.4743,61.2609,65.1621,61.6325,46.4184,31.2196,31.6008,28.4523,32.8577,48.8728,36.0201,26.6885,25.5954,37.9724,32.9662,26.6317,18.1415,20.9479,30.5391,33.74,31.924,30.4209,24.7573,26.282,31.198,24.2883,17.7734,9.36741,6.69179,5.43405,6.65716,7.18352,7.63826,7.99257,14.3244,16.0764,21.5191,22.8707,23.7889,29.8586,46.398,36.4426,24.3293,16.7518,10.6725
47.5506,27.0623,37.039,39.1629,40.355,15.1185,9.11775,16.4507,18.4491,21.6922,20.4962,34.1952,25.7595,14.6084,12.2312,4.69866,6.09183,6.39062,8.6998,14.0418,18.5998,23.1264,32.8442,34.9293,37.841,31.8811,32.0222,25.1496,43.043,81.943,81.45,73.3558,52.4903,34.9642,34.1553,29.4885,32.2668,45.7232,35.0511,26.5762,26.6255,40.2775,37.1985,32.0383,22.9304,27.8892,40.7893,45.4573,40.7715,35.3018,25.3917,22.2031,23.3633,16.6027,11.941,6.34897,5.34195,5.8445,9.7466,11.8409,13.2495,13.5459,20.866,22.476,26.8354,23.4945,20.0174,19.801,25.054,18.8676,15.046,17.4878,19.9618
48.282,27.7206,37.6418,39.7561,41.3561,16.9425,10.2735,18.2465,18.5162,21.6108,21.6997,37.2148,23.2991,16.7294,19.1027,7.14604,7.75073,9.36417,13.6545,21.9117,26.1195,28.8576,37.5043,37.0806,39.3588,29.962,26.8521,18.4375,32.7147,66.619,73.817,74.9604,60.01,43.4411,42.9254,37.89,42.2118,54.9472,39.4206,28.4393,27.3547,38.183,32.425,26.7563,19.1191,22.989,36.0007,42.7574,40.314,37.584,29.2534,27.7591,31.5855,22.6002,15.3934,7.87127,5.76832,5.40054,7.84773,8.71544,9.80622,10.234,16.0194,17.1253,20.9786,20.9437,20.1552,21.3181,29.1168,24.7537,21.9157,27.0924,31.5103
48.8246,23.551,34.5873,38.787,41.3898,16.8906,14.1718,21.0614,16.6795,20.9236,16.71,32.2842,24.1161,19.108,15.836,9.48655,12.8683,9.84483,12.601,18.9417,21.2623,23.4111,28.7791,30.22,33.8662,28.8436,28.4874,22.5972,42.0572,85.201,88.4146,83.5235,61.0245,43.2653,44.4852,40.1944,44.88,61.1951,44.5204,32.2512,30.7875,43.3357,35.1968,26.8124,17.1674,20.5173,31.0011,33.1528,30.3809,28.829,21.7463,21.1556,26.2052,20.3747,15.5194,8.94196,7.14644,6.42738,8.88258,9.59985,9.49737,9.20343,14.3868,15.914,20.4654,20.8247,20.5085,24.5246,38.419,32.6345,25.5728,22.9272,21.6285
41.9328,23.8286,33.0374,34.6286,38.1728,15.1791,12.9869,21.5194,22.1444,27.2801,26.0669,41.0756,30.6343,17.6387,12.5061,7.74195,10.6588,7.87858,9.84776,17.2128,21.0373,23.1327,29.2511,30.1202,32.5481,26.1356,24.2655,18.3807,35.1348,73.9356,83.0736,84.272,67.3948,49.5192,49.5812,43.9495,47.2638,61.2294,43.4766,31.2711,29.1097,38.8192,33.107,25.4089,17.1302,20.1505,29.31,30.001,26.8793,23.9325,18.469,18.4932,22.9036,18.7669,14.3052,8.69422,7.36016,7.45465,10.4184,10.9822,10.2784,9.58786,15.1221,16.5653,21.7779,21.5672,21.714,24.5904,36.5904,32.4978,28.292,26.4294,23.4573
41.1486,22.0027,33.3241,36.3398,39.1013,15.9429,11.5954,19.4502,18.5846,23.8023,26.6791,44.9927,32.2521,19.1596,18.1711,7.96111,10.6353,11.7838,15.201,22.4987,24.9291,27.2827,34.0451,32.3888,35.2851,29.2525,26.6289,19.3036,33.7992,68.4284,78.3977,80.1331,64.5478,48.2165,49.1471,43.2963,46.7107,61.1641,42.6336,30.7359,30.1088,39.0353,32.0873,25.0081,17.0044,20.4859,30.714,33.0654,30.3039,27.6144,21.2312,20.631,24.5028,19.9016,15.0925,9.23728,8.03543,7.76622,10.6921,10.4984,9.6441,9.23586,14.4299,15.3635,18.8828,18.1705,18.5218,22.3158,32.7455,26.7261,21.092,18.5446,14.7604
46.1983,16.9313,25.2133,31.1306,33.5786,13.9931,9.63708,17.9607,20.7799,25.1983,23.4679,40.3257,22.9985,10.9929,6.63164,7.21311,12.0727,10.6446,11.3318,17.3532,20.3853,23.2496,30.9627,33.4498,38.08,31.747,29.5976,21.1886,37.5084,71.9324,70.7557,61.8547,43.4813,29.3545,29.7511,28.2266,33.9852,49.9706,39.0144,30.1771,31.5058,44.4886,37.7288,27.6439,18.0557,20.1588,27.8237,28.7273,25.3323,21.8282,16.5534,16.067,20.3123,18.8146,16.2008,10.0925,9.03765,9.01093,12.9031,12.5415,11.2863,10.1674,15.2325,15.4653,19.3452,19.1566,18.6752,21.791,34.8298,29.5873,23.5797,19.9792,15.7951
49.7936,23.5454,30.8019,35.9291,39.3251,15.5323,10.0374,17.788,18.2874,21.1376,17.4202,37.6972,22.9055,10.0253,6.78006,4.55096,5.51051,6.66117,10.2084,17.5438,21.7327,26.3611,33.6839,32.84,35.3001,28.3767,25.9469,16.6218,28.7181,56.2789,60.8859,58.9312,45.9218,32.5452,34.099,31.9271,35.0845,48.9771,37.7792,28.3596,29.0608,41.861,36.834,27.7998,20.4679,23.279,31.672,32.7571,27.8379,23.9064,16.473,15.2937,19.5583,15.9872,12.2926,8.30167,7.84105,8.16395,11.7037,13.1004,12.6317,11.0622,15.9179,16.2138,20.1349,20.3378,21.4364,25.6269,37.8883,33.3923,28.1852,28.3973,27.523
42.9134,21.2365,29.7528,27.2201,30.9135,11.6372,10.2343,16.7137,19.4011,24.2996,19.7516,35.6196,22.9109,9.81953,5.35718,4.76968,5.45627,4.85628,7.40351,14.7324,18.8577,20.9517,27.6715,29.66,34.9664,29.6937,27.3375,17.8996,32.1563,66.1413,68.6373,64.1578,47.3136,33.2544,35.2315,32.7493,36.6366,51.1883,38.3668,28.4411,28.7411,43.1111,38.4738,29.322,20.5442,23.5821,32.5587,35.0206,31.0471,27.611,21.3712,20.3854,24.6782,18.5371,13.8639,8.58706,7.31594,7.00934,9.78878,10.2627,10.1469,9.41132,14.8487,15.6844,19.6079,19.9689,20.6062,23.8947,33.5889,28.5395,23.1579,21.2151,19.0603
39.8876,15.1205,23.9601,30.2674,36.7901,13.6387,10.0139,18.3631,17.2339,20.9795,19.9138,39.2831,29.0441,15.495,16.729,5.0913,4.87623,6.28717,10.1785,16.3975,20.2025,24.5653,35.0622,36.7133,38.7729,30.5536,27.6792,19.3711,32.1942,60.0257,61.5014,56.7036,41.5381,28.1121,28.9877,28.0251,33.685,48.5573,37.784,28.4913,27.9427,41.4864,36.7173,28.7272,20.3885,24.133,33.8723,34.9063,31.5397,29.5366,21.8236,20.0424,22.7023,16.2352,10.7107,5.42345,4.76316,5.70189,9.63883,10.4403,10.5543,11.0977,19.0024,20.8132,26.6785,25.1476,23.6517,25.9609,37.4216,31.5417,26.4523,28.6758,30.9065
42.9586,19.424,31.544,31.9265,38.6369,14.468,10.7847,21.856,18.5698,23.3272,20.56,38.6338,27.1858,16.9212,17.8547,5.87044,6.24691,7.39205,10.7297,17.8274,21.5243,24.292,31.6416,32.4367,34.884,27.5504,23.93,15.3706,28.8539,59.4809,64.8891,64.261,49.8503,35.2097,35.8363,33.6371,38.5723,53.0759,40.0135,30.2712,28.9327,40.3912,35.9665,27.5944,19.1117,22.097,32.2927,37.0328,32.9154,29.1603,20.6072,17.9359,19.5638,15.489,12.6169,7.29802,6.32932,6.65434,9.9944,11.4472,12.0915,11.4785,17.7634,20.0367,24.7748,23.2198,21.7808,22.9991,31.1101,26.8099,22.9425,26.1843,30.2222
41.1231,16.7619,25.9662,32.4132,39.0858,17.2086,9.18511,18.1975,18.1046,23.6813,21.4953,37.5087,31.0649,23.3149,24.9293,9.09121,10.8042,11.0539,13.7143,20.7234,22.7631,25.5045,32.9154,33.6499,37.8818,32.0222,28.4092,19.6852,35.4595,69.8836,71.4622,64.7534,46.8692,31.8703,31.8257,28.3142,31.7573,45.466,35.4124,27.6621,28.278,40.9587,36.8535,29.8701,20.9876,23.3348,31.8557,35.2279,31.5993,28.4686,21.2441,19.4044,21.7333,16.1077,12.4758,7.5048,6.51298,7.2371,11.1187,11.7443,11.0414,10.6672,16.9026,17.2934,20.1653,20.4386,20.5712,24.8041,38.4994,31.5465,22.9813,19.6831,18.3116
40.7734,17.6604,26.8103,29.7239,34.9046,17.7818,12.8389,19.3486,18.1054,22.4445,20.1591,35.6004,25.1616,14.1678,14.6619,5.25898,6.28855,7.57854,10.4346,16.3587,20.0821,23.5741,31.2428,31.861,35.4825,29.0565,25.7433,18.6302,32.1814,61.3141,65.0703,60.4679,44.7835,30.9796,33.7959,32.0167,35.3206,49.4061,36.5943,27.6416,27.1331,38.7272,33.7396,25.8056,17.5686,19.9949,29.6452,34.1364,31.8555,30.3487,24.4393,23.7195,26.6711,19.9955,14.7615,9.2473,7.68654,7.22598,10.0234,11.0625,10.7473,10.1009,15.1143,15.707,19.6639,19.7823,19.5907,22.9454,34.5562,31.009,27.3745,28.4007,29.8023
51.402,25.5365,33.3895,36.7063,40.1168,16.682,11.4257,20.015,19.9951,24.44,23.901,39.649,29.0686,27.446,31.6271,12.8919,12.1653,9.0742,11.2395,17.9411,19.7732,23.0026,31.9673,33.9794,38.5286,32.0521,28.9557,20.2625,37.7982,74.6091,72.3887,64.329,47.3632,33.1425,34.8711,33.8716,42.0787,64.2955,51.3146,39.5868,40.7326,55.3122,44.4116,32.5313,22.0696,23.4961,31.2361,33.0283,29.0312,26.1524,19.8854,20.4733,24.4758,18.9153,13.9448,7.42142,6.05064,5.93769,8.50887,9.17117,9.16883,9.07195,13.8468,16.4396,22.5887,21.5572,19.6376,19.9159,27.9269,24.6136,23.6265,28.2307,33.0117
45.8095,20.8447,30.8376,32.156,37.0669,14.7583,8.86286,15.5788,18.3716,21.9721,19.5969,31.4849,19.7118,18.6386,19.4374,6.31378,8.94326,8.44084,11.9759,22.3902,26.352,29.7063,38.2818,37.3852,39.8558,32.191,28.4819,20.6705,38.8017,79.5445,82.3948,77.3823,57.007,38.7604,37.8284,32.9424,36.7268,50.5044,37.1992,28.5215,28.2393,40.2347,35.5943,28.8581,21.5617,27.1459,38.3097,40.4839,34.0202,29.6871,20.7753,17.9887,19.234,14.1948,10.4161,6.51745,6.53938,6.80657,10.2405,11.7602,11.9795,11.4218,17.6487,18.5652,22.3738,22.1331,22.622,25.183,35.0589,28.469,19.9172,14.7416,11.1934
37.0372,14.0245,23.4971,27.3701,33.3456,11.2186,7.52291,16.0971,16.67,20.2417,20.0608,34.2242,20.6941,13.9109,15.2533,6.36312,9.13203,9.84144,13.9171,22.267,26.3884,28.4403,36.1776,35.6635,37.3932,29.3095,27.0174,20.7687,36.8759,72.4682,76.0256,71.5611,54.1618,38.6341,39.923,35.2117,38.3171,50.4763,36.7803,27.8604,27.2239,37.5367,32.457,25.4757,16.6442,20.6397,32.3266,38.4742,34.3474,30.8472,22.7721,20.3786,23.4697,17.7211,13.7406,7.96729,7.14551,7.26021,10.6183,11.0925,10.3982,9.78931,15.6469,17.118,21.7003,21.2492,21.6338,25.5845,38.5023,31.6843,22.5445,14.9863,10.4097
48.0378,24.9827,35.3429,34.4342,35.8191,12.8332,10.0561,20.1178,23.2004,24.1754,19.9659,37.8997,24.2816,14.8732,13.1762,6.60522,8.70694,9.20467,11.3957,18.9724,22.1521,24.0313,32.2029,32.0403,35.1708,28.911,27.6443,22.0882,37.133,68.1642,70.0095,64.3353,45.7541,30.6401,30.73,27.9736,30.8886,41.9511,32.0329,24.1688,24.2441,35.8512,32.3801,26.3054,17.6818,21.7895,33.646,37.4959,34.4586,32.7368,24.7384,22.89,25.5667,19.8472,14.944,7.62971,5.98286,5.71113,8.32465,9.2052,9.34057,9.59426,16.3289,18.7452,24.1417,23.7254,23.3485,26.8641,40.6966,35.8337,30.993,37.6268,43.2993
41.4501,21.4221,30.3317,33.2227,37.073,13.2291,7.27772,15.6833,14.3201,17.4718,18.0136,40.5629,26.5042,13.9485,11.1732,5.32287,7.1643,7.60114,9.70311,15.2931,19.1387,22.5694,30.6018,33.2273,39.5145,34.4373,33.7371,26.2405,41.6478,74.5234,72.2496,63.7527,44.3236,29.1337,29.4603,27.0451,30.2698,45.2659,35.1436,26.9186,27.8422,42.4087,38.5156,32.3432,23.3801,28.6065,40.3709,44.1355,37.8791,31.8325,21.8102,18.4279,20.1172,15.1936,11.9065,6.60478,5.76535,6.28004,9.73082,10.755,10.4801,9.94205,15.3906,16.6965,21.5246,21.8216,22.7796,26.9387,40.5027,33.2669,24.5804,17.0169,11.0343
43.1532,19.5126,31.8644,33.1089,36.2777,15.167,11.4114,18.5494,26.0206,30.084,28.3255,42.6438,23.797,15.5892,13.1592,8.29995,12.4862,11.9617,13.2274,19.0944,21.7626,22.7017,28.719,29.6979,32.8024,27.25,25.6605,17.0281,30.4116,59.8324,63.4866,59.311,43.4811,29.072,28.9598,27.1565,31.4717,47.0628,36.4691,28.0737,26.931,37.0002,33.6048,26.9556,18.8682,22.7992,33.6074,38.4283,34.4572,31.1679,23.6096,21.5011,22.8492,17.2703,12.5403,7.34855,6.45363,6.31251,9.18137,10.0898,10.0172,9.24046,13.5125,14.839,20.0748,21.0195,21.8926,26.5784,42.8672,37.2892,29.8496,27.4084,22.0807
48.5058,23.0032,31.676,30.7703,35.4079,16.822,13.3418,22.5941,23.3318,25.4232,24.0296,41.024,27.7552,13.3443,12.1755,5.57494,6.83387,7.05705,10.2986,17.267,20.566,23.533,30.3261,31.1807,33.7259,26.9402,24.1622,15.4577,29.4626,61.6335,64.6904,62.3267,47.47,32.6528,33.7391,31.8164,34.9039,48.1267,36.1854,27.3741,27.116,38.5489,33.9156,25.116,16.682,19.5404,28.7063,30.9407,27.8355,25.9922,20.7571,19.4692,23.4294,18.1045,13.1555,7.55339,6.59459,6.90006,10.4897,11.0931,10.8585,11.0474,18.3168,20.3854,24.8947,25.4215,25.5149,26.9547,37.7386,33.3572,29.4409,32.164,36.4768
40.0215,21.0776,32.9157,35.3996,41.6382,19.1715,10.392,20.364,24.2637,27.0202,21.2575,34.7759,25.1375,10.7091,5.78481,5.18594,5.30299,6.37493,9.56721,16.1589,19.8851,22.4341,28.175,29.7121,32.8236,26.8262,23.7879,15.5976,27.3833,53.3935,56.0752,52.4831,39.7001,26.6894,27.4006,26.0572,29.1429,40.3703,32.0573,25.3035,25.7977,36.1877,32.4639,26.4533,18.7601,22.3921,32.4685,34.3114,30.1637,25.9503,19.0925,18.1263,20.9211,15.1483,11.2956,6.9694,6.85074,7.37965,11.4097,12.5545,12.8467,11.9906,18.4927,19.8211,25.1565,24.958,25.3674,29.1777,42.8295,33.8627,22.8862,16.336,12.7404
39.9366,20.3314,33.8232,32.2807,34.2827,12.4543,11.6693,18.5109,17.1862,22.5967,22.3429,35.3082,20.6983,11.9693,9.07853,6.21724,8.88038,8.83135,12.6999,19.0213,22.815,25.9108,34.0381,33.3071,35.2884,28.0231,25.5077,17.4722,32.0829,64.7655,69.7802,68.4146,54.7137,41.2099,44.6909,42.3531,45.823,57.623,41.2829,30.1951,29.3323,38.7623,32.2759,24.6801,16.4797,19.0301,26.8315,29.523,27.762,27.2571,22.7089,23.3066,29.004,23.6213,16.8057,10.155,8.55997,7.60129,9.58533,9.94468,9.56447,9.29278,13.9247,14.5947,17.8699,17.9041,18.9774,24.3468,37.8313,31.6528,24.909,24.3696,23.2718
48.3024,20.9761,29.7368,31.4212,36.5199,13.1352,10.6938,19.4566,17.0263,21.0955,22.2175,39.1173,21.8278,14.2552,13.6583,6.31872,7.33414,6.98586,9.64733,17.1579,21.4114,24.0533,30.4818,31.8649,36.9413,30.2318,26.8342,17.9422,31.8162,60.7874,59.2151,52.5995,37.6119,25.0356,26.6834,25.6709,29.6684,45.0679,36.2758,29.2198,28.7148,38.8031,33.1819,25.2841,17.4709,21.1242,31.6413,35.3805,33.5144,32.5706,26.7481,25.9382,30.3719,23.8114,17.0361,9.59477,7.00183,6.29675,8.46521,8.85681,8.83469,8.96177,15.0721,17.4913,21.9501,20.7487,19.7961,21.8151,29.8651,24.1295,19.4044,19.366,19.4061
49.6479,23.8916,35.6447,33.1181,40.2059,21.4706,15.9022,20.5396,17.8839,23.3109,19.371,34.517,26.3775,17.552,14.5005,4.5396,4.8514,7.46254,10.6116,16.8936,20.2738,22.6882,30.2356,33.7303,41.0202,35.583,33.1143,26.2974,44.1421,80.6636,77.8448,66.4549,46.6243,31.4963,33.1446,31.6129,37.0856,52.9245,40.6869,30.7565,30.8678,42.4625,36.1963,27.6449,19.0493,22.962,33.1808,34.1585,31.5764,30.4314,24.9805,26.6889,32.2591,25.4852,18.7605,10.8032,8.02583,7.27095,9.39952,9.12327,8.45759,8.20549,13.1923,13.87,17.0104,17.0621,17.6821,21.4918,32.1795,29.1681,25.2938,26.8481,28.2254
34.1778,14.3537,25.2281,29.0019,37.9209,14.6547,12.877,21.3155,19.6609,24.5406,21.2133,38.1312,24.2749,14.5878,9.84682,4.63707,5.87143,5.67441,7.67114,14.1127,18.0696,21.6931,29.537,31.126,34.4869,27.8766,24.8911,14.8713,27.6084,56.3562,58.4172,54.27,40.1066,27.8563,28.0509,26.4658,32.4788,48.6265,37.0675,28.6737,27.8823,38.3441,33.0515,25.4579,17.8121,21.0177,29.337,32.419,29.3812,28.7163,24.0588,24.6797,30.9668,24.0662,18.3349,10.946,9.04974,7.88894,10.137,10.5128,10.2063,9.87518,14.5967,16.4564,22.09,21.0063,19.7694,22.0037,30.8602,25.6088,21.4066,21.9102,20.7987
41.9988,17.1596,27.1205,28.3744,35.8773,15.7453,11.0468,21.0641,20.9818,23.6574,19.4171,39.6266,26.2621,15.888,13.4058,9.1333,12.9033,10.0649,10.985,16.6568,19.9933,23.4632,29.6164,30.7745,34.3561,28.1414,24.6668,17.2959,30.9063,60.7978,61.0781,55.7999,41.9552,29.2471,29.7312,28.2635,34.4233,50.7625,40.393,32.0374,31.2211,41.3513,35.3709,26.2083,18.1371,21.0373,30.3282,32.4581,28.5853,26.3375,21.1614,21.2315,26.1037,20.2507,15.5221,8.95032,7.42988,6.9256,9.62717,10.1194,10.0109,9.74799,14.4779,16.0667,20.8625,19.4826,18.1784,19.7992,28.4934,26.2659,25.4066,27.0452,28.2055
41.6536,14.7513,25.3603,28.9734,36.8619,13.9108,10.3516,19.8296,19.4286,23.2462,20.7731,35.718,25.165,14.4786,17.146,6.35394,9.61032,9.03186,10.8765,16.9802,21.3364,25.6283,35.02,36.3015,39.1321,30.2139,25.3891,17.2421,29.5682,56.372,57.3135,54.576,41.1529,28.5105,29.3028,28.0467,33.519,49.9315,39.4648,30.6389,31.8697,46.7653,40.3085,30.4312,20.035,23.6207,32.9841,34.8272,30.2284,26.3136,18.7832,18.2853,22.2211,18.1171,15.2812,9.32992,8.06023,8.20195,11.9247,12.808,12.1701,11.2479,15.9146,15.9931,18.9839,17.4574,16.0551,17.3712,25.5662,23.5341,23.5971,31.6202,39.4633
36.9936,14.7099,24.4244,27.2994,33.3048,14.4889,7.97019,16.505,19.0787,23.5384,18.3978,37.1155,24.8167,15.1661,17.4581,4.56483,4.22075,6.69131,9.76441,16.6333,20.6794,22.7083,30.7887,32.4664,35.7546,28.1614,24.7842,18.5805,32.1035,61.3965,66.458,65.2447,49.8582,35.823,37.6438,33.939,38.0332,53.4816,39.2992,28.8602,28.4591,38.6262,34.3481,27.9365,19.82,23.7295,33.4509,35.7149,32.4293,30.7599,24.091,23.7025,28.4593,22.0752,17.2098,9.96726,8.02517,6.97692,9.2861,9.41015,9.03203,8.58992,12.719,13.6479,17.2607,18.1966,19.2523,22.7509,33.8509,29.0853,24.0759,25.4719,26.9861
35.5927,13.0821,23.5679,30.7743,39.3367,15.8089,11.1726,20.4496,17.2536,22.1845,20.6872,38.4048,25.3584,12.9115,10.7693,6.34406,9.36429,10.3493,13.6803,20.3664,22.7997,25.9857,32.3689,34.7659,43.1828,36.5932,34.5693,26.6751,44.6408,83.1922,79.9535,67.9191,46.8694,30.5837,31.4737,29.831,35.655,50.7801,38.5719,29.5937,30.2667,42.9838,35.9203,27.1713,17.5393,20.2587,28.4856,30.054,26.7753,24.1821,17.839,18.3665,24.0525,20.7079,17.8411,11.0513,9.32766,8.43369,11.0466,12.1071,12.0525,10.669,15.8842,16.094,18.9382,18.2636,18.4464,22.3883,33.2392,29.1011,23.7542,27.8816,34.5509
39.5607,17.1835,29.5533,29.9798,38.2179,13.0538,11.5774,20.4098,20.676,25.7741,21.6855,41.5593,31.9115,19.4321,21.5985,7.79116,7.99068,8.40511,11.7899,19.9702,24.9324,28.6185,36.7071,37.1139,39.8656,32.53,28.767,20.1697,34.8248,66.7016,69.2418,64.2133,47.4819,32.5155,34.7065,32.3824,36.669,51.4371,39.5789,30.6971,31.7028,45.1894,39.3599,31.5281,22.2009,26.6062,39.0061,41.4719,35.0043,29.5527,20.5744,18.9441,22.6672,16.9649,12.9819,7.8881,6.75537,7.18789,10.7081,10.5457,9.60546,9.07317,14.8852,15.2556,18.7384,19.5366,20.9114,25.1954,35.5238,29.3738,19.5757,12.5377,8.45579
37.867,15.8563,29.254,29.8393,35.5349,12.1625,10.0188,17.4917,16.9673,22.8839,23.1037,39.6145,29.329,22.0349,29.8542,7.993,7.13215,7.40911,9.66719,17.349,21.5674,23.6893,32.6593,34.9795,37.2506,31.4216,28.2105,19.8453,34.6448,65.7668,65.9747,59.7084,44.0958,31.1014,33.4985,31.5729,36.169,51.8652,39.3081,29.9074,30.6117,43.4505,36.2097,27.8261,18.5433,20.8507,29.5323,31.7846,29.5629,27.2527,21.3614,20.3844,24.1393,19.7242,15.0283,8.93611,7.78925,7.16826,9.50714,9.3458,8.74428,8.53502,14.3307,15.0708,18.319,18.3747,19.8693,24.9557,41.0849,36.0552,28.8931,25.3106,22.0397
45.9287,21.3171,33.0775,31.6061,35.6434,15.2824,12.0378,21.7798,20.5382,23.3925,21.2234,41.2563,25.5726,13.8636,15.4317,6.37124,8.03061,8.48814,12.2261,17.8997,20.7059,25.5667,32.3208,31.455,34.627,28.2224,24.6764,15.8718,30.8553,67.1013,74.5401,74.1055,59.6552,43.7029,44.8616,39.899,43.1007,57.2279,40.4708,29.08,28.5425,39.9203,34.3565,24.9862,15.7012,18.7868,28.9759,31.3812,27.9227,25.6065,19.4666,18.3815,22.3388,17.6367,13.0712,8.16186,7.85211,7.90175,11.2386,12.6475,12.8636,11.995,17.9597,18.7139,23.1033,22.1557,22.4605,25.8232,35.4873,30.5876,24.6156,20.769,15.9583
